/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/A Classic Education - NightOwl_150.00_158.00.wav,Split,Start,End,Duration,Words,Lyric,chunk_path,has_lyrics
Faces On Film - Waiting For Ga,Train,176,181,5,2,oh hu,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Faces On Film - Waiting For Ga_176.00_181.00.wav,True
Faces On Film - Waiting For Ga,Train,181,189,8,4,hu hu hu hu,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Faces On Film - Waiting For Ga_181.00_189.00.wav,True
Faces On Film - Waiting For Ga,Train,189,193,4,3,hu hu hu,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Faces On Film - Waiting For Ga_189.00_193.00.wav,True
Faces On Film - Waiting For Ga,Train,193,201,8,5,hu hu hu hu hu,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Faces On Film - Waiting For Ga_193.00_201.00.wav,True
Faces On Film - Waiting For Ga,Train,201,212,11,2,oh uh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Faces On Film - Waiting For Ga_201.00_212.00.wav,True
Faces On Film - Waiting For Ga,Train,212,219,7,2,oh uh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Faces On Film - Waiting For Ga_212.00_219.00.wav,True
Faces On Film - Waiting For Ga,Train,219,225,6,1,uh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Faces On Film - Waiting For Ga_219.00_225.00.wav,True
Faces On Film - Waiting For Ga,Train,225,236,11,2,uh uh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Faces On Film - Waiting For Ga_225.00_236.00.wav,True
Faces On Film - Waiting For Ga,Train,236,244,8,1,uh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Faces On Film - Waiting For Ga_236.00_244.00.wav,True
Faces On Film - Waiting For Ga,Train,244,255,11,1,hmm,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Faces On Film - Waiting For Ga_244.00_255.00.wav,True
Fergessen - Back From The Start,Train,0,5,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_0.00_5.00.wav,False
Fergessen - Back From The Start,Train,5,11,6,4,back from the start,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_5.00_11.00.wav,True
Fergessen - Back From The Start,Train,10,17,7,6,in the way you are meaningful,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_10.00_17.00.wav,True
Fergessen - Back From The Start,Train,16,25,9,18,well now everything's okay for a night and a day but it's been like ages of feeling speechless,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_16.00_25.00.wav,True
Fergessen - Back From The Start,Train,25,29,4,1,voiceless,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_25.00_29.00.wav,True
Fergessen - Back From The Start,Train,29,35,6,12,constant content fierce and reason complete decide or how you'd cheat it,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_29.00_35.00.wav,True
Fergessen - Back From The Start,Train,35,41,6,14,hey man any precious to you in this love deserted we'll surround you he,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_35.00_41.00.wav,True
Fergessen - Back From The Start,Train,40,44,4,10,around you hey bossina we had to loss for words,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_40.00_44.00.wav,True
Fergessen - Back From The Start,Train,44,49,5,14,birds of felts of fate to flac together guess yours was a nasty nest,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_44.00_49.00.wav,True
Fergessen - Back From The Start,Train,49,53,4,10,and it's a nest to say that you're a liar,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_49.00_53.00.wav,True
Fergessen - Back From The Start,Train,53,58,5,4,back from the start,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_53.00_58.00.wav,True
Fergessen - Back From The Start,Train,58,63,5,6,in the way you are meaningful,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_58.00_63.00.wav,True
Fergessen - Back From The Start,Train,63,70,7,4,back from the start,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_63.00_70.00.wav,True
Fergessen - Back From The Start,Train,70,76,6,6,in the way you are meaningful,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_70.00_76.00.wav,True
Fergessen - Back From The Start,Train,76,84,8,12,fear is what i fear the most no regrets no second thoughts,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_76.00_84.00.wav,True
Fergessen - Back From The Start,Train,84,88,4,6,but i wouldn't say i'm lost,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_84.00_88.00.wav,True
Fergessen - Back From The Start,Train,88,93,5,7,treacherous dangerous slightly outreaches don't you fear,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_88.00_93.00.wav,True
Fergessen - Back From The Start,Train,93,101,8,6,pedicures yourselves being attempt to us,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_93.00_101.00.wav,True
Fergessen - Back From The Start,Train,101,105,4,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_101.00_105.00.wav,False
Fergessen - Back From The Start,Train,105,112,7,16,you nest is a nasty nest and it's a nest to say that you're a liar,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_105.00_112.00.wav,True
Fergessen - Back From The Start,Train,112,117,5,4,back from the start,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_112.00_117.00.wav,True
Fergessen - Back From The Start,Train,117,123,6,6,in the way you are meaningful,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_117.00_123.00.wav,True
Fergessen - Back From The Start,Train,123,129,6,4,back from the start,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_123.00_129.00.wav,True
Fergessen - Back From The Start,Train,129,136,7,6,in the way you are meaningful,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_129.00_136.00.wav,True
Fergessen - Back From The Start,Train,136,143,7,3,treacherous dangerous ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_136.00_143.00.wav,True
Fergessen - Back From The Start,Train,143,147,4,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_143.00_147.00.wav,False
Fergessen - Back From The Start,Train,147,155,8,12,fear is what i fear the most no regrets no second thoughts,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_147.00_155.00.wav,True
Fergessen - Back From The Start,Train,155,160,5,5,yourselves being attend to us,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - Back From The Start_155.00_160.00.wav,True
Fergessen - The Wind,Train,0,11,11,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_0.00_11.00.wav,False
Fergessen - The Wind,Train,11,20,9,15,i saw you toss the cats on high and blow the birds above the sky,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_11.00_20.00.wav,True
Fergessen - The Wind,Train,20,29,9,13,and all around i heard you pass like lady skirts across the grass,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_20.00_29.00.wav,True
Fergessen - The Wind,Train,29,38,9,7,oh wind a blowing all day long,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_29.00_38.00.wav,True
Fergessen - The Wind,Train,38,48,10,8,oh wind that seems so loud as song,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_38.00_48.00.wav,True
Fergessen - The Wind,Train,48,56,8,13,i saw the different things you did but always you yourself you hit,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_48.00_56.00.wav,True
Fergessen - The Wind,Train,56,64,8,15,i felt your push i heard you crawl i could not see yourself at all,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_56.00_64.00.wav,True
Fergessen - The Wind,Train,64,73,9,7,oh wind a blowing all day long,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_64.00_73.00.wav,True
Fergessen - The Wind,Train,73,82,9,8,oh wind that seems so loud as song,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_73.00_82.00.wav,True
Fergessen - The Wind,Train,82,87,5,2,oh wind,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_82.00_87.00.wav,True
Fergessen - The Wind,Train,87,96,9,8,oh wind that seems so loud as song,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_87.00_96.00.wav,True
Fergessen - The Wind,Train,96,102,6,8,oh you that are so strong and cold,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_96.00_102.00.wav,True
Fergessen - The Wind,Train,102,107,5,7,oh blower are you young or old,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_102.00_107.00.wav,True
Fergessen - The Wind,Train,107,114,7,15,are you a beast of field and tree or just a stronger child than me,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_107.00_114.00.wav,True
Fergessen - The Wind,Train,114,120,6,2,oh wind,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_114.00_120.00.wav,True
Fergessen - The Wind,Train,120,126,6,4,oh wind oh oh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_120.00_126.00.wav,True
Fergessen - The Wind,Train,126,133,7,3,oh oh oh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_126.00_133.00.wav,True
Fergessen - The Wind,Train,133,138,5,2,oh uh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_133.00_138.00.wav,True
Fergessen - The Wind,Train,138,147,9,7,oh wind a blowing all day long,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_138.00_147.00.wav,True
Fergessen - The Wind,Train,146,156,10,11,oh oh oh wind that seems so loud as song oh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_146.00_156.00.wav,True
Fergessen - The Wind,Train,156,164,8,7,oh oh wind oh oh oh wind,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_156.00_164.00.wav,True
Fergessen - The Wind,Train,164,170,6,6,that seems so loud as song,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_164.00_170.00.wav,True
Fergessen - The Wind,Train,170,174,4,2,oh wind,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_170.00_174.00.wav,True
Fergessen - The Wind,Train,174,184,10,5,a blowing all day long,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Fergessen - The Wind_174.00_184.00.wav,True
Flags - 54,Train,0,10,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_0.00_10.00.wav,False
Flags - 54,Train,10,17,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_10.00_17.00.wav,False
Flags - 54,Train,17,25,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_17.00_25.00.wav,False
Flags - 54,Train,25,31,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_25.00_31.00.wav,False
Flags - 54,Train,31,40,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_31.00_40.00.wav,False
Flags - 54,Train,40,51,11,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_40.00_51.00.wav,False
Flags - 54,Train,51,58,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_51.00_58.00.wav,False
Flags - 54,Train,58,68,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_58.00_68.00.wav,False
Flags - 54,Train,68,78,10,21,i'm gonna be straight and narrow for you five generations of your family sit in the back of a pickup truck,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_68.00_78.00.wav,True
Flags - 54,Train,78,87,9,21,let's ride on the tips of wavs waving at everyone you meet i can still feel the sand between my feet,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_78.00_87.00.wav,True
Flags - 54,Train,87,97,10,14,my love's come to me and seem what i've been so blind to see,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_87.00_97.00.wav,True
Flags - 54,Train,97,107,10,13,my love will stand up straight stand up till my back bone breaks,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_97.00_107.00.wav,True
Flags - 54,Train,107,113,6,1,huh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_107.00_113.00.wav,True
Flags - 54,Train,113,119,6,2,huh whoo,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_113.00_119.00.wav,True
Flags - 54,Train,119,125,6,1,huh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_119.00_125.00.wav,True
Flags - 54,Train,125,131,6,1,hee,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_125.00_131.00.wav,True
Flags - 54,Train,131,140,9,21,back home my dream is gone waiting paranoid oh so this seems to say you lost your friend to the croupier,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_131.00_140.00.wav,True
Flags - 54,Train,140,149,9,21,you locked my out the room at night mistake a conversation thought you wanted to fight forgotten words for missing lines,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_140.00_149.00.wav,True
Flags - 54,Train,149,159,10,14,my love's come to me and seem what i've been so blind to see,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_149.00_159.00.wav,True
Flags - 54,Train,159,170,11,13,my love will stand up straight stand up till my back bone breaks,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_159.00_170.00.wav,True
Flags - 54,Train,170,177,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_170.00_177.00.wav,False
Flags - 54,Train,177,184,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_177.00_184.00.wav,False
Flags - 54,Train,184,191,7,1,huh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_184.00_191.00.wav,True
Flags - 54,Train,191,197,6,2,uh whoo,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_191.00_197.00.wav,True
Flags - 54,Train,197,203,6,1,huh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_197.00_203.00.wav,True
Flags - 54,Train,203,211,8,1,hee,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_203.00_211.00.wav,True
Flags - 54,Train,211,220,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_211.00_220.00.wav,False
Flags - 54,Train,220,226,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_220.00_226.00.wav,False
Flags - 54,Train,226,234,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_226.00_234.00.wav,False
Flags - 54,Train,234,241,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_234.00_241.00.wav,False
Flags - 54,Train,241,249,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_241.00_249.00.wav,False
Flags - 54,Train,249,254,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_249.00_254.00.wav,False
Flags - 54,Train,254,265,11,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_254.00_265.00.wav,False
Flags - 54,Train,265,273,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_265.00_273.00.wav,False
Flags - 54,Train,273,280,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_273.00_280.00.wav,False
Flags - 54,Train,288,295,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_288.00_295.00.wav,False
Flags - 54,Train,295,304,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_295.00_304.00.wav,False
Flags - 54,Train,304,312,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Flags - 54_304.00_312.00.wav,False
Giselle - Moss,Train,0,7,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Giselle - Moss_0.00_7.00.wav,False
Giselle - Moss,Train,7,14,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Giselle - Moss_7.00_14.00.wav,False
Giselle - Moss,Train,14,24,10,1,ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Giselle - Moss_14.00_24.00.wav,True
Giselle - Moss,Train,24,33,9,1,ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Giselle - Moss_24.00_33.00.wav,True
Giselle - Moss,Train,33,40,7,1,ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Giselle - Moss_33.00_40.00.wav,True
