Song,Start,End,Duration,Lyric,Lyric_clean,Prediction,Prediction_clean,WER,CER,Words
Fergessen - Back From The Start,35.0,41.0,6.0,hey man any precious to you in this love deserted well surround you he,hey man any precious to you in this love deserted well surround you he," Hey man, and it pressures to you, in this love-deserted world, Surround you, hey",hey man and it pressures to you in this lovedeserted world surround you hey,0.5,0.2,14
Fergessen - Back From The Start,40.0,44.0,4.0,around you hey bossina we had to loss for words,around you hey bossina we had to loss for words," around you. Hey, bossy, now we are to lust for words.",around you hey bossy now we are to lust for words,0.4,0.19148936170212766,10
Fergessen - Back From The Start,44.0,49.0,5.0,birds of felts of fate to flac together guess yours was a nasty nest,birds of felts of fate to flac together guess yours was a nasty nest," Birds of feather fade to flock together, guess yours was an astinist.",birds of feather fade to flock together guess yours was an astinist,0.5,0.19117647058823528,14
Fergessen - Back From The Start,49.0,53.0,4.0,and its a nest to say that youre a liar,and its a nest to say that youre a liar, And it's a nest to say that you're a liar,and its a nest to say that youre a liar,0.0,0.0,10
Fergessen - Back From The Start,53.0,58.0,5.0,back from the start,back from the start, Back from the start,back from the start,0.0,0.0,4
Fergessen - Back From The Start,58.0,63.0,5.0,in the way you are meaningful,in the way you are meaningful, In a way you are meaningful,in a way you are meaningful,0.16666666666666666,0.10344827586206896,6
Fergessen - Back From The Start,63.0,70.0,7.0,back from the start,back from the start, Back from the start,back from the start,0.0,0.0,4
Fergessen - Back From The Start,70.0,76.0,6.0,in the way you are meaningful,in the way you are meaningful, In a way you are meaningful,in a way you are meaningful,0.16666666666666666,0.10344827586206896,6
Fergessen - Back From The Start,76.0,84.0,8.0,fear is what i fear the most no regrets no second thoughts,fear is what i fear the most no regrets no second thoughts," Fear is what I feel the most No regrets, no second thoughts",fear is what i feel the most no regrets no second thoughts,0.08333333333333333,0.034482758620689655,12
Fergessen - Back From The Start,84.0,88.0,4.0,but i wouldnt say im lost,but i wouldnt say im lost, But I wouldn't say I'm lost,but i wouldnt say im lost,0.0,0.0,6
Fergessen - Back From The Start,88.0,93.0,5.0,treacherous dangerous slightly outreaches dont you fear,treacherous dangerous slightly outreaches dont you fear," Tweet was dangerous, slightly outrageous. Now don't you feel?",tweet was dangerous slightly outrageous now dont you feel,0.7142857142857143,0.34545454545454546,7
Fergessen - Back From The Start,93.0,101.0,8.0,pedicures yourselves being attempt to us,pedicures yourselves being attempt to us," Ridiculous! Yourself's been a Tentress! Traitress, Dangerous!",ridiculous yourselfs been a tentress traitress dangerous,1.1666666666666667,0.75,6
Fergessen - Back From The Start,101.0,105.0,4.0,,,,,0.0,0.0,1
Fergessen - Back From The Start,105.0,112.0,7.0,you nest is a nasty nest and its a nest to say that youre a liar,you nest is a nasty nest and its a nest to say that youre a liar, Your next is a nasty nest. And it's a nest to say that you're a liar.,your next is a nasty nest and its a nest to say that youre a liar,0.125,0.03125,16
Fergessen - Back From The Start,112.0,117.0,5.0,back from the start,back from the start, Back from the start,back from the start,0.0,0.0,4
Fergessen - Back From The Start,117.0,123.0,6.0,in the way you are meaningful,in the way you are meaningful, In a way you are meaningful,in a way you are meaningful,0.16666666666666666,0.10344827586206896,6
Fergessen - Back From The Start,123.0,129.0,6.0,back from the start,back from the start, Back from the start,back from the start,0.0,0.0,4
Fergessen - Back From The Start,129.0,136.0,7.0,in the way you are meaningful,in the way you are meaningful, In a way you are meaningful,in a way you are meaningful,0.16666666666666666,0.10344827586206896,6
Fergessen - Back From The Start,136.0,143.0,7.0,treacherous dangerous ah,treacherous dangerous ah, Tweet to Stangements!,tweet to stangements,1.0,0.6666666666666666,3
Fergessen - Back From The Start,143.0,147.0,4.0,,,,,0.0,0.0,1
Fergessen - Back From The Start,147.0,155.0,8.0,fear is what i fear the most no regrets no second thoughts,fear is what i fear the most no regrets no second thoughts," Fear is what I feel the most No regrets, no second thoughts",fear is what i feel the most no regrets no second thoughts,0.08333333333333333,0.034482758620689655,12
Fergessen - Back From The Start,155.0,160.0,5.0,yourselves being attend to us,yourselves being attend to us, Yourself's been a tendress,yourselfs been a tendress,1.0,0.3448275862068966,5
Fergessen - The Wind,0.0,11.0,11.0,,, you,you,1.0,3.0,1
Fergessen - The Wind,11.0,20.0,9.0,i saw you toss the cats on high and blow the birds above the sky,i saw you toss the cats on high and blow the birds above the sky, I saw you toss the cats on high and blow the birds above the sky,i saw you toss the cats on high and blow the birds above the sky,0.0,0.0,15
Fergessen - The Wind,20.0,29.0,9.0,and all around i heard you pass like lady skirts across the grass,and all around i heard you pass like lady skirts across the grass," End of the round, I heard you pass Like ladies' skirts across the grass",end of the round i heard you pass like ladies skirts across the grass,0.38461538461538464,0.16923076923076924,13
Fergessen - The Wind,29.0,38.0,9.0,oh wind a blowing all day long,oh wind a blowing all day long," Oh, in a blowing all day long.",oh in a blowing all day long,0.14285714285714285,0.06666666666666667,7
Fergessen - The Wind,38.0,48.0,10.0,oh wind that seems so loud as song,oh wind that seems so loud as song," Oh, in that sing-so-low-the-song",oh in that singsolowthesong,0.75,0.4117647058823529,8
Fergessen - The Wind,48.0,56.0,8.0,i saw the different things you did but always you yourself you hit,i saw the different things you did but always you yourself you hit," I saw the different things you did, but always you yourself you hid.",i saw the different things you did but always you yourself you hid,0.07692307692307693,0.015151515151515152,13
Fergessen - The Wind,56.0,64.0,8.0,i felt your push i heard you crawl i could not see yourself at all,i felt your push i heard you crawl i could not see yourself at all," I felt your push, I heard your call, I could not see yourself at all.",i felt your push i heard your call i could not see yourself at all,0.13333333333333333,0.045454545454545456,15
Fergessen - The Wind,64.0,73.0,9.0,oh wind a blowing all day long,oh wind a blowing all day long," Oh, in a blowing out a long",oh in a blowing out a long,0.42857142857142855,0.23333333333333334,7
Fergessen - The Wind,73.0,82.0,9.0,oh wind that seems so loud as song,oh wind that seems so loud as song," Oh wind, that sings so loud a song.",oh wind that sings so loud a song,0.25,0.11764705882352941,8
Fergessen - The Wind,82.0,87.0,5.0,oh wind,oh wind, oh,oh,0.5,0.7142857142857143,2
Fergessen - The Wind,87.0,96.0,9.0,oh wind that seems so loud as song,oh wind that seems so loud as song, A wind that sings so loud a song.,a wind that sings so loud a song,0.375,0.17647058823529413,8
Fergessen - The Wind,96.0,102.0,6.0,oh you that are so strong and cold,oh you that are so strong and cold, Oh you that I was so strong and cold,oh you that i was so strong and cold,0.25,0.14705882352941177,8
Fergessen - The Wind,102.0,107.0,5.0,oh blower are you young or old,oh blower are you young or old," Oh Blower, are you young or old?",oh blower are you young or old,0.0,0.0,7
Fergessen - The Wind,107.0,114.0,7.0,are you a beast of field and tree or just a stronger child than me,are you a beast of field and tree or just a stronger child than me, Are you a beast of field and tree or just a stronger chai than me?,are you a beast of field and tree or just a stronger chai than me,0.06666666666666667,0.045454545454545456,15
Fergessen - The Wind,114.0,120.0,6.0,oh wind,oh wind, 1,1,1.0,1.0,2
Fergessen - The Wind,120.0,126.0,6.0,oh wind oh oh,oh wind oh oh, Oh with Oh,oh with oh,0.5,0.3076923076923077,4
Fergessen - The Wind,126.0,133.0,7.0,oh oh oh,oh oh oh," Oh, oh-oh, oh-oh-oh, oh-oh-oh",oh ohoh ohohoh ohohoh,1.0,1.625,3
Fergessen - The Wind,133.0,138.0,5.0,oh uh,oh uh, O-O-W-O-O-O-O prescribed by,oowoooo prescribed by,1.5,3.8,2
Fergessen - The Wind,138.0,147.0,9.0,oh wind a blowing all day long,oh wind a blowing all day long," Oh, we'll be blowing all day long",oh well be blowing all day long,0.2857142857142857,0.16666666666666666,7
Fergessen - The Wind,146.0,156.0,10.0,oh oh oh wind that seems so loud as song oh,oh oh oh wind that seems so loud as song oh, assume,assume,1.0,0.9069767441860465,11
Fergessen - The Wind,156.0,164.0,8.0,oh oh wind oh oh oh wind,oh oh wind oh oh oh wind, o nên,o nên,1.0,0.8333333333333334,7
Fergessen - The Wind,164.0,170.0,6.0,that seems so loud as song,that seems so loud as song, That seems so loud a song,that seems so loud a song,0.16666666666666666,0.038461538461538464,6
Fergessen - The Wind,170.0,174.0,4.0,oh wind,oh wind, oh,oh,0.5,0.7142857142857143,2
Fergessen - The Wind,174.0,184.0,10.0,a blowing all day long,a blowing all day long, A-blowing out and on,ablowing out and on,1.0,0.4090909090909091,5
Flags - 54,0.0,10.0,10.0,,, you,you,1.0,3.0,1
Flags - 54,10.0,17.0,7.0,,, you,you,1.0,3.0,1
Flags - 54,17.0,25.0,8.0,,, you,you,1.0,3.0,1
Flags - 54,25.0,31.0,6.0,,, you,you,1.0,3.0,1
Flags - 54,31.0,40.0,9.0,,, you,you,1.0,3.0,1
Flags - 54,40.0,51.0,11.0,,, you,you,1.0,3.0,1
Flags - 54,51.0,58.0,7.0,,, you,you,1.0,3.0,1
Flags - 54,58.0,68.0,10.0,,, you,you,1.0,3.0,1
Flags - 54,68.0,78.0,10.0,im gonna be straight and narrow for you five generations of your family sit in the back of a pickup truck,im gonna be straight and narrow for you five generations of your family sit in the back of a pickup truck," I'm gonna be straight and narrow for you, five generations of your family, sitting the back of a pickup truck.",im gonna be straight and narrow for you five generations of your family sitting the back of a pickup truck,0.09523809523809523,0.01904761904761905,21
Flags - 54,78.0,87.0,9.0,lets ride on the tips of wavs waving at everyone you meet i can still feel the sand between my feet,lets ride on the tips of wavs waving at everyone you meet i can still feel the sand between my feet, Let's ride on the tips of waves waving at everyone you meet I can still feel the sound between my feet,lets ride on the tips of waves waving at everyone you meet i can still feel the sound between my feet,0.09523809523809523,0.030303030303030304,21
Flags - 54,87.0,97.0,10.0,my loves come to me and seem what ive been so blind to see,my loves come to me and seem what ive been so blind to see, My love has come to me And seen what I've been so blind to see,my love has come to me and seen what ive been so blind to see,0.21428571428571427,0.06896551724137931,14
Flags - 54,97.0,107.0,10.0,my love will stand up straight stand up till my back bone breaks,my love will stand up straight stand up till my back bone breaks," My love will stand up straight, stand up till my backbone breaks.",my love will stand up straight stand up till my backbone breaks,0.15384615384615385,0.015625,13
Flags - 54,107.0,113.0,6.0,huh,huh, ooooooooooh,ooooooooooh,1.0,3.3333333333333335,1
Flags - 54,113.0,119.0,6.0,huh whoo,huh whoo, a t f,a t f,1.5,0.875,2
Flags - 54,119.0,125.0,6.0,huh,huh, O Breathe,o breathe,2.0,2.6666666666666665,1
Flags - 54,125.0,131.0,6.0,hee,hee, Eh,eh,1.0,0.6666666666666666,1
Flags - 54,131.0,140.0,9.0,back home my dream is gone waiting paranoid oh so this seems to say you lost your friend to the croupier,back home my dream is gone waiting paranoid oh so this seems to say you lost your friend to the croupier," Back home my dream is gone, waiting paranoid Oh, so they seem to say you lost your friend To the crew, P.A.",back home my dream is gone waiting paranoid oh so they seem to say you lost your friend to the crew pa,0.19047619047619047,0.08653846153846154,21
Flags - 54,140.0,149.0,9.0,you locked my out the room at night mistake a conversation thought you wanted to fight forgotten words for missing lines,you locked my out the room at night mistake a conversation thought you wanted to fight forgotten words for missing lines," You left me out the room at night, mistake and conversation Thought you wanted to fight, forgotten words for missing lines",you left me out the room at night mistake and conversation thought you wanted to fight forgotten words for missing lines,0.14285714285714285,0.06666666666666667,21
Flags - 54,149.0,159.0,10.0,my loves come to me and seem what ive been so blind to see,my loves come to me and seem what ive been so blind to see, My love has come to me and seen what I've been so blind to see.,my love has come to me and seen what ive been so blind to see,0.21428571428571427,0.06896551724137931,14
Flags - 54,159.0,170.0,11.0,my love will stand up straight stand up till my back bone breaks,my love will stand up straight stand up till my back bone breaks," My love will stand up straight, stand up till my backbone breaks.",my love will stand up straight stand up till my backbone breaks,0.15384615384615385,0.015625,13
Flags - 54,170.0,177.0,7.0,,,,,0.0,0.0,1
Flags - 54,177.0,184.0,7.0,,,,,0.0,0.0,1
Flags - 54,184.0,191.0,7.0,huh,huh, oooooooh,oooooooh,1.0,2.3333333333333335,1
Flags - 54,191.0,197.0,6.0,uh whoo,uh whoo, WHAT ..,what ,1.0,0.7142857142857143,2
Flags - 54,197.0,203.0,6.0,huh,huh, Ouuuu-,ouuuu,1.0,1.3333333333333333,1
Flags - 54,203.0,211.0,8.0,hee,hee, eeeeeid,eeeeeid,1.0,1.6666666666666667,1
Flags - 54,211.0,220.0,9.0,,,,,0.0,0.0,1
Flags - 54,220.0,226.0,6.0,,, you,you,1.0,3.0,1
Flags - 54,226.0,234.0,8.0,,, you,you,1.0,3.0,1
Flags - 54,234.0,241.0,7.0,,, you,you,1.0,3.0,1
Flags - 54,241.0,249.0,8.0,,, you,you,1.0,3.0,1
Flags - 54,249.0,254.0,5.0,,,,,0.0,0.0,1
Flags - 54,254.0,265.0,11.0,,, you,you,1.0,3.0,1
Flags - 54,265.0,273.0,8.0,,, you,you,1.0,3.0,1
Flags - 54,273.0,280.0,7.0,,, you,you,1.0,3.0,1
Flags - 54,288.0,295.0,7.0,,, you,you,1.0,3.0,1
Flags - 54,295.0,304.0,9.0,,, you,you,1.0,3.0,1
Flags - 54,304.0,312.0,8.0,,, you,you,1.0,3.0,1
Giselle - Moss,0.0,7.0,7.0,,, you,you,1.0,3.0,1
Giselle - Moss,7.0,14.0,7.0,,, you,you,1.0,3.0,1
Giselle - Moss,14.0,24.0,10.0,ah,ah, Uh yeah we,uh yeah we,3.0,4.0,1
Giselle - Moss,24.0,33.0,9.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,33.0,40.0,7.0,ah,ah, you,you,1.0,1.5,1
Giselle - Moss,40.0,46.0,6.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,46.0,56.0,10.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,56.0,63.0,7.0,ah ah ah,ah ah ah,,,1.0,1.0,3
Giselle - Moss,63.0,70.0,7.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,70.0,77.0,7.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,77.0,82.0,5.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,82.0,90.0,8.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,90.0,101.0,11.0,ah ah,ah ah,,,1.0,1.0,2
Giselle - Moss,101.0,111.0,10.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,111.0,119.0,8.0,ah,ah, you,you,1.0,1.5,1
Giselle - Moss,119.0,128.0,9.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,128.0,133.0,5.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,133.0,142.0,9.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,142.0,148.0,6.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,148.0,156.0,8.0,ah,ah, Protenkine,protenkine,1.0,5.0,1
Giselle - Moss,156.0,161.0,5.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,161.0,170.0,9.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,170.0,180.0,10.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,180.0,188.0,8.0,ah,ah,,,1.0,1.0,1
Giselle - Moss,188.0,198.0,10.0,,,,,0.0,0.0,1
Grants - PunchDrunk,0.0,10.0,10.0,,,,,0.0,0.0,1
Grants - PunchDrunk,10.0,14.0,4.0,,,,,0.0,0.0,1
Grants - PunchDrunk,14.0,24.0,10.0,crack the knocks ice the cuts right eye swollen half way shot tropical fruta what a straight up knife to a fist fight punch in a cup,crack the knocks ice the cuts right eye swollen half way shot tropical fruta what a straight up knife to a fist fight punch in a cup," Crack the nucks, ice the cuts, right eye swollen, halfway shut Tropical fruit, water straight up, knife to a fist fight, punch in a cup",crack the nucks ice the cuts right eye swollen halfway shut tropical fruit water straight up knife to a fist fight punch in a cup,0.25925925925925924,0.06818181818181818,27
