chunk_path,Song,Start,End,Lyric,has_lyrics,augmented_from
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Strand Of Oaks - Spacestation_195_201.wav,Strand Of Oaks - Spacestation,195,201,welcome to my next,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Strand Of Oaks - Spacestation_201_205.wav,Strand Of Oaks - Spacestation,201,205,big decision,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_45_53.wav,Sweet Lights - You Let Me Down,45,53,even in the bones in the marvel of our lives,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_53_62.wav,Sweet Lights - You Let Me Down,53,62,every breath and every line that you painted,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_63_71.wav,Sweet Lights - You Let Me Down,63,71,even in the smoke and the ashes on our eyes,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_70_80.wav,Sweet Lights - You Let Me Down,70,80,or the cases of box wine that you tasted,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_80_89.wav,Sweet Lights - You Let Me Down,80,89,though i know i said nothing at all through the millions of early can pages,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_89_94.wav,Sweet Lights - You Let Me Down,89,94,we could never have seen such as fall,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_93_102.wav,Sweet Lights - You Let Me Down,93,102,from the highest to lowest of places you let me down down,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_102_111.wav,Sweet Lights - You Let Me Down,102,111,down you let me down you let me down down,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_111_120.wav,Sweet Lights - You Let Me Down,111,120,down you let me down you let me down,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_138_144.wav,Sweet Lights - You Let Me Down,138,144,i do not care for the summer sun and,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_143_148.wav,Sweet Lights - You Let Me Down,143,148,and all your high school fun,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_147_153.wav,Sweet Lights - You Let Me Down,147,153,you said it'd be much better,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_153_161.wav,Sweet Lights - You Let Me Down,153,161,it's how a fool would deal with things,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_161_168.wav,Sweet Lights - You Let Me Down,161,168,there aren't too many strong connections with you,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_175_180.wav,Sweet Lights - You Let Me Down,175,180,may your hands no longer stick,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_180_189.wav,Sweet Lights - You Let Me Down,180,189,endure your morning sick you said it'd be much better,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_189_193.wav,Sweet Lights - You Let Me Down,189,193,in a chance,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_193_204.wav,Sweet Lights - You Let Me Down,193,204,you actually make it known the giving up will lead to nothing now no,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_207_216.wav,Sweet Lights - You Let Me Down,207,216,all that i could say for you,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_216_225.wav,Sweet Lights - You Let Me Down,216,225,all that i could say for you,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_225_229.wav,Sweet Lights - You Let Me Down,225,229,all that i could say,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_229_237.wav,Sweet Lights - You Let Me Down,229,237,for you i do not care for the summer sun,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_238_246.wav,Sweet Lights - You Let Me Down,238,246,i do not care for the summer sun,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_246_254.wav,Sweet Lights - You Let Me Down,246,254,you let me down i do not care for the summer sun,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_258_263.wav,Sweet Lights - You Let Me Down,258,263,i do not care for the summer sun,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_267_272.wav,Sweet Lights - You Let Me Down,267,272,i do not care for the summer sun,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_276_282.wav,Sweet Lights - You Let Me Down,276,282,ah you were letting me down,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_282_291.wav,Sweet Lights - You Let Me Down,282,291,ae,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_291_298.wav,Sweet Lights - You Let Me Down,291,298,ae what about your friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_298_306.wav,Sweet Lights - You Let Me Down,298,306,everybody's got friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_308_315.wav,Sweet Lights - You Let Me Down,308,315,ae what about your friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_315_323.wav,Sweet Lights - You Let Me Down,315,323,everybody's got friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_330_337.wav,Sweet Lights - You Let Me Down,330,337,ae what about your friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_337_345.wav,Sweet Lights - You Let Me Down,337,345,everybody's got friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_352_358.wav,Sweet Lights - You Let Me Down,352,358,ae what about your friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_358_366.wav,Sweet Lights - You Let Me Down,358,366,everybody's got friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_366_371.wav,Sweet Lights - You Let Me Down,366,371,what about your friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_371_378.wav,Sweet Lights - You Let Me Down,371,378,everybody's got friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_378_382.wav,Sweet Lights - You Let Me Down,378,382,what about your friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Sweet Lights - You Let Me Down_382_391.wav,Sweet Lights - You Let Me Down,382,391,everybody's got friends,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_30_35.wav,Swinging Steaks - Lost My Way,30,35,i'm so far from home,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_35_42.wav,Swinging Steaks - Lost My Way,35,42,some place i don't know,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_42_48.wav,Swinging Steaks - Lost My Way,42,48,out here i feel weak,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_48_57.wav,Swinging Steaks - Lost My Way,48,57,out here i feel cold i'm not right,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_57_64.wav,Swinging Steaks - Lost My Way,57,64,i'm not right i'm not,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_65_75.wav,Swinging Steaks - Lost My Way,65,75,i'm not right i'm not right i'm not,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_79_85.wav,Swinging Steaks - Lost My Way,79,85,do you know the way,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_85_91.wav,Swinging Steaks - Lost My Way,85,91,can you help me out,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_91_97.wav,Swinging Steaks - Lost My Way,91,97,i thought i was okay,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_97_106.wav,Swinging Steaks - Lost My Way,97,106,now i have my doubts i'm not right,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_106_113.wav,Swinging Steaks - Lost My Way,106,113,i'm not right i'm not,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_115_122.wav,Swinging Steaks - Lost My Way,115,122,i'm not right i'm not right,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_122_127.wav,Swinging Steaks - Lost My Way,122,127,i'm not,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_127_134.wav,Swinging Steaks - Lost My Way,127,134,well i lost my way,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_134_140.wav,Swinging Steaks - Lost My Way,134,140,and i can't get home,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_140_146.wav,Swinging Steaks - Lost My Way,140,146,do you feel the same,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_146_156.wav,Swinging Steaks - Lost My Way,146,156,could you help me find my way my way back home,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_177_187.wav,Swinging Steaks - Lost My Way,177,187,i'm not right i'm not right i'm not,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_189_199.wav,Swinging Steaks - Lost My Way,189,199,i'm not right i'm not right i'm not,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_201_208.wav,Swinging Steaks - Lost My Way,201,208,i'm not right i'm not right,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_208_212.wav,Swinging Steaks - Lost My Way,208,212,i'm not,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_213_217.wav,Swinging Steaks - Lost My Way,213,217,i'm not right,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_217_224.wav,Swinging Steaks - Lost My Way,217,224,s i'm not right i'm not,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_226_235.wav,Swinging Steaks - Lost My Way,226,235,i'm not right i'm not right i'm not,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_238_248.wav,Swinging Steaks - Lost My Way,238,248,i'm not right i'm not right i'm not,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_250_254.wav,Swinging Steaks - Lost My Way,250,254,i'm not right,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_254_260.wav,Swinging Steaks - Lost My Way,254,260,i'm not right i'm not,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/Swinging Steaks - Lost My Way_263_272.wav,Swinging Steaks - Lost My Way,263,272,i'm not right i'm not right,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_31_40.wav,The Districts - Vermont,31,40,holding tight like glue you took me to the basement floor you,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_40_47.wav,The Districts - Vermont,40,47,shook me and i know why,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_47_52.wav,The Districts - Vermont,47,52,from the porch where we stood staring,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_52_59.wav,The Districts - Vermont,52,59,through the glass it glistens careless snow white,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_59_68.wav,The Districts - Vermont,59,68,outside the man who holds the skis you're gone down from the place you,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_68_74.wav,The Districts - Vermont,68,74,believe it's not just for the weekend now,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_74_81.wav,The Districts - Vermont,74,81,take me in a box beside you or a frame,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_88_94.wav,The Districts - Vermont,88,94,hold my back when my head's spinnin',TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_94_104.wav,The Districts - Vermont,94,104,prove me sane when we're awake and i'll be fine or else i might be,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_104_110.wav,The Districts - Vermont,104,110,twice been wrong you've been forgiven,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_110_120.wav,The Districts - Vermont,110,120,your bare feet cross me twice while playing as i said when out here we might be,TRUE,pitch+2
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/pitch+2/The Districts - Vermont_120_126.wav,The Districts - Vermont,120,126,me i'm gone down from the place you,TRUE,pitch+2
